business_id,stars,city,food_pos,service_pos,price_pos,clean_pos,location_pos,food_neg,service_neg,price_neg,clean_neg,location_neg
Xz6aqENKlT4FU-ZBvrf_ow,3.0,Orlando,0.16,0.12,0.22,0.12,0.12,0.22,0.32,0.27,0.39,0.32
Xz6aqENKlT4FU-ZBvrf_ow,1.0,Orlando,0.01,0.01,0.0,0.01,0.01,0.65,0.97,0.98,0.98,0.84
mw_qxZJraNu7Q6u0GkcMew,5.0,Orlando,1.0,1.0,0.93,0.96,0.89,0.0,0.0,0.04,0.03,0.04
mw_qxZJraNu7Q6u0GkcMew,5.0,Orlando,0.4,0.3,0.22,0.32,0.29,0.29,0.61,0.71,0.64,0.59
mw_qxZJraNu7Q6u0GkcMew,5.0,Orlando,1.0,1.0,0.99,0.95,0.9,0.0,0.0,0.01,0.03,0.05
mw_qxZJraNu7Q6u0GkcMew,5.0,Orlando,0.42,0.42,0.19,0.37,0.23,0.09,0.42,0.61,0.5,0.23
mw_qxZJraNu7Q6u0GkcMew,5.0,Orlando,1.0,1.0,0.96,0.98,0.94,0.0,0.0,0.03,0.01,0.03
mw_qxZJraNu7Q6u0GkcMew,5.0,Orlando,0.9,0.99,0.06,0.96,0.85,0.07,0.01,0.88,0.04,0.07
mw_qxZJraNu7Q6u0GkcMew,5.0,Orlando,0.94,0.99,0.97,0.96,0.77,0.04,0.0,0.02,0.03,0.09
mw_qxZJraNu7Q6u0GkcMew,5.0,Orlando,1.0,1.0,0.61,0.89,0.76,0.0,0.0,0.28,0.09,0.09
mw_qxZJraNu7Q6u0GkcMew,4.0,Orlando,0.01,0.3,0.07,0.43,0.28,0.5,0.36,0.6,0.41,0.28
mw_qxZJraNu7Q6u0GkcMew,3.0,Orlando,0.03,0.02,0.02,0.08,0.05,0.09,0.72,0.74,0.6,0.18
mw_qxZJraNu7Q6u0GkcMew,1.0,Orlando,0.06,0.12,0.19,0.28,0.26,0.24,0.6,0.61,0.56,0.34
mw_qxZJraNu7Q6u0GkcMew,2.0,Orlando,0.3,0.37,0.41,0.23,0.38,0.32,0.41,0.49,0.61,0.23
n-_p1jwGCbZT9YaTbugsdw,5.0,Orlando,0.95,1.0,0.98,0.99,0.89,0.02,0.0,0.01,0.0,0.04
n-_p1jwGCbZT9YaTbugsdw,5.0,Orlando,0.02,0.97,0.74,0.92,0.6,0.02,0.01,0.1,0.04,0.05
n-_p1jwGCbZT9YaTbugsdw,5.0,Orlando,0.01,0.01,0.01,0.01,0.04,0.98,0.98,0.99,0.98,0.94
n-_p1jwGCbZT9YaTbugsdw,5.0,Orlando,0.89,1.0,1.0,1.0,0.97,0.09,0.0,0.0,0.0,0.02
n-_p1jwGCbZT9YaTbugsdw,4.0,Orlando,0.39,0.98,0.75,0.6,0.75,0.09,0.01,0.19,0.31,0.13
n-_p1jwGCbZT9YaTbugsdw,4.0,Orlando,0.98,1.0,1.0,1.0,1.0,0.01,0.0,0.0,0.0,0.0
n-_p1jwGCbZT9YaTbugsdw,1.0,Orlando,0.01,0.02,0.01,0.18,0.13,0.63,0.95,0.97,0.75,0.54
n-_p1jwGCbZT9YaTbugsdw,2.0,Orlando,0.0,0.02,0.03,0.07,0.08,0.23,0.8,0.82,0.8,0.41
n-_p1jwGCbZT9YaTbugsdw,3.0,Orlando,0.0,0.0,0.01,0.02,0.13,0.6,0.97,0.96,0.96,0.72
BICRl8FOudjjloh1kc9Glw,5.0,Orlando,0.5,0.03,0.22,0.51,0.63,0.12,0.78,0.64,0.32,0.14
BICRl8FOudjjloh1kc9Glw,5.0,Orlando,0.02,0.98,0.13,0.47,0.98,0.01,0.02,0.73,0.4,0.01
BICRl8FOudjjloh1kc9Glw,5.0,Orlando,1.0,1.0,0.26,0.29,0.41,0.0,0.0,0.27,0.36,0.18
BICRl8FOudjjloh1kc9Glw,5.0,Orlando,0.08,0.92,0.72,1.0,0.8,0.03,0.03,0.16,0.0,0.06
BICRl8FOudjjloh1kc9Glw,5.0,Orlando,0.99,1.0,0.99,0.99,0.96,0.0,0.0,0.0,0.0,0.02
BICRl8FOudjjloh1kc9Glw,4.0,Orlando,0.85,0.94,0.47,0.56,0.97,0.02,0.03,0.39,0.29,0.01
BICRl8FOudjjloh1kc9Glw,4.0,Orlando,0.98,0.99,0.99,0.99,0.96,0.0,0.0,0.01,0.0,0.01
BICRl8FOudjjloh1kc9Glw,3.0,Orlando,0.06,0.03,0.03,0.47,0.18,0.0,0.73,0.67,0.33,0.17
BICRl8FOudjjloh1kc9Glw,2.0,Orlando,0.0,0.01,0.01,0.06,0.15,0.03,0.91,0.89,0.74,0.25
BICRl8FOudjjloh1kc9Glw,1.0,Orlando,0.0,0.02,0.03,0.74,0.19,0.0,0.96,0.95,0.23,0.44
ynM2sHgvOG4DBJNDf1GKUQ,5.0,Orlando,0.93,1.0,0.98,1.0,0.99,0.04,0.0,0.01,0.0,0.0
ynM2sHgvOG4DBJNDf1GKUQ,5.0,Orlando,0.01,0.37,0.06,0.32,0.24,0.56,0.6,0.73,0.55,0.31
ynM2sHgvOG4DBJNDf1GKUQ,5.0,Orlando,1.0,1.0,0.98,0.97,0.89,0.0,0.0,0.01,0.02,0.04
ynM2sHgvOG4DBJNDf1GKUQ,5.0,Orlando,0.02,0.67,0.21,0.3,0.41,0.06,0.07,0.13,0.29,0.09
ynM2sHgvOG4DBJNDf1GKUQ,1.0,Orlando,0.0,0.02,0.01,0.05,0.06,0.14,0.72,0.72,0.7,0.43
ynM2sHgvOG4DBJNDf1GKUQ,3.0,Orlando,0.05,0.17,0.21,0.25,0.52,0.58,0.59,0.44,0.5,0.19
ynM2sHgvOG4DBJNDf1GKUQ,4.0,Orlando,0.06,0.33,0.11,0.56,0.37,0.48,0.5,0.78,0.37,0.27
ynM2sHgvOG4DBJNDf1GKUQ,2.0,Orlando,0.01,0.01,0.01,0.33,0.19,0.7,0.94,0.95,0.6,0.5
zQRbAOceJyC7xVBBRny2HQ,5.0,Orlando,1.0,1.0,0.99,0.99,0.96,0.0,0.0,0.01,0.01,0.02
zQRbAOceJyC7xVBBRny2HQ,5.0,Orlando,0.47,0.79,0.65,0.96,0.57,0.17,0.11,0.23,0.03,0.16
zQRbAOceJyC7xVBBRny2HQ,5.0,Orlando,1.0,1.0,1.0,0.99,0.94,0.0,0.0,0.0,0.01,0.03
zQRbAOceJyC7xVBBRny2HQ,5.0,Orlando,1.0,1.0,0.99,0.99,0.94,0.0,0.0,0.01,0.01,0.03
zQRbAOceJyC7xVBBRny2HQ,5.0,Orlando,0.56,0.63,0.35,0.34,0.41,0.08,0.29,0.54,0.55,0.38
zQRbAOceJyC7xVBBRny2HQ,5.0,Orlando,0.56,1.0,0.88,0.71,0.64,0.16,0.0,0.09,0.24,0.17
zQRbAOceJyC7xVBBRny2HQ,4.0,Orlando,0.65,0.7,0.61,0.76,0.54,0.09,0.09,0.19,0.15,0.1
zQRbAOceJyC7xVBBRny2HQ,4.0,Orlando,0.08,0.25,0.12,0.61,0.1,0.02,0.04,0.03,0.12,0.05
zQRbAOceJyC7xVBBRny2HQ,3.0,Orlando,0.12,0.65,0.13,0.32,0.29,0.23,0.24,0.56,0.42,0.16
zQRbAOceJyC7xVBBRny2HQ,1.0,Orlando,0.01,1.0,0.16,1.0,0.4,0.99,0.0,0.83,0.0,0.36
zQRbAOceJyC7xVBBRny2HQ,2.0,Orlando,0.01,0.02,0.02,0.19,0.39,0.48,0.9,0.93,0.72,0.29
Wo7xNKWlq3i5q20VkBb6IQ,5.0,Orlando,0.94,0.88,0.85,0.83,0.52,0.01,0.05,0.08,0.1,0.09
Wo7xNKWlq3i5q20VkBb6IQ,5.0,Orlando,0.67,0.14,0.4,0.2,0.3,0.04,0.36,0.23,0.48,0.14
Wo7xNKWlq3i5q20VkBb6IQ,5.0,Orlando,1.0,0.98,0.97,1.0,0.91,0.0,0.01,0.02,0.0,0.04
Wo7xNKWlq3i5q20VkBb6IQ,5.0,Orlando,0.98,0.98,0.97,0.96,0.84,0.01,0.01,0.02,0.03,0.08
Wo7xNKWlq3i5q20VkBb6IQ,5.0,Orlando,1.0,1.0,0.99,0.98,0.83,0.0,0.0,0.0,0.01,0.06
Wo7xNKWlq3i5q20VkBb6IQ,5.0,Orlando,0.99,0.96,0.85,1.0,1.0,0.0,0.02,0.07,0.0,0.0
Wo7xNKWlq3i5q20VkBb6IQ,5.0,Orlando,1.0,0.98,0.74,0.74,0.7,0.0,0.01,0.15,0.17,0.1
Wo7xNKWlq3i5q20VkBb6IQ,4.0,Orlando,0.02,0.2,0.25,0.27,0.3,0.09,0.43,0.59,0.59,0.38
Wo7xNKWlq3i5q20VkBb6IQ,3.0,Orlando,0.16,0.14,0.09,0.49,0.4,0.31,0.49,0.72,0.38,0.16
Wo7xNKWlq3i5q20VkBb6IQ,1.0,Orlando,0.33,0.01,0.01,0.04,0.22,0.11,0.99,0.97,0.95,0.66
deSmaMe9aoGTPI_-hpucvA,5.0,Orlando,0.01,1.0,0.83,0.96,0.57,0.0,0.0,0.06,0.02,0.13
deSmaMe9aoGTPI_-hpucvA,5.0,Orlando,0.2,1.0,1.0,0.98,0.96,0.57,0.0,0.0,0.02,0.01
deSmaMe9aoGTPI_-hpucvA,5.0,Orlando,0.99,1.0,0.99,0.99,0.94,0.0,0.0,0.01,0.0,0.03
deSmaMe9aoGTPI_-hpucvA,5.0,Orlando,0.81,0.99,0.96,0.96,0.86,0.13,0.0,0.03,0.03,0.05
deSmaMe9aoGTPI_-hpucvA,4.0,Orlando,0.4,0.6,0.7,0.69,0.62,0.42,0.28,0.19,0.23,0.13
3JrdnGYWUzUzepplmi7HlA,5.0,Orlando,0.99,1.0,0.99,0.99,0.86,0.0,0.0,0.0,0.0,0.05
3JrdnGYWUzUzepplmi7HlA,5.0,Orlando,1.0,0.27,0.56,0.53,0.77,0.0,0.7,0.41,0.43,0.15
3JrdnGYWUzUzepplmi7HlA,5.0,Orlando,0.84,0.73,0.85,0.87,0.86,0.06,0.16,0.09,0.09,0.06
3JrdnGYWUzUzepplmi7HlA,5.0,Orlando,0.46,0.6,0.2,0.38,0.23,0.05,0.26,0.5,0.47,0.21
3JrdnGYWUzUzepplmi7HlA,4.0,Orlando,1.0,1.0,1.0,0.99,0.99,0.0,0.0,0.0,0.0,0.01
3JrdnGYWUzUzepplmi7HlA,4.0,Orlando,0.8,0.3,0.83,0.62,0.86,0.1,0.57,0.14,0.31,0.05
3JrdnGYWUzUzepplmi7HlA,3.0,Orlando,1.0,0.86,0.45,0.93,0.18,0.0,0.07,0.39,0.04,0.41
3JrdnGYWUzUzepplmi7HlA,1.0,Orlando,0.01,0.01,0.01,0.07,0.08,0.61,0.97,0.93,0.89,0.57
3JrdnGYWUzUzepplmi7HlA,2.0,Orlando,0.0,0.03,0.02,0.11,0.4,0.0,0.96,0.97,0.88,0.36
Mw9Locfp_Qc_T_QDyLR3cQ,5.0,Orlando,0.97,0.84,0.83,0.79,0.67,0.01,0.11,0.11,0.16,0.16
Mw9Locfp_Qc_T_QDyLR3cQ,5.0,Orlando,1.0,0.99,0.95,0.98,0.91,0.0,0.01,0.03,0.01,0.04
Mw9Locfp_Qc_T_QDyLR3cQ,5.0,Orlando,0.5,0.56,0.7,0.89,0.88,0.0,0.11,0.09,0.07,0.04
Mw9Locfp_Qc_T_QDyLR3cQ,5.0,Orlando,0.63,0.07,0.15,0.45,0.79,0.3,0.9,0.83,0.52,0.1
Mw9Locfp_Qc_T_QDyLR3cQ,4.0,Orlando,0.27,0.44,0.3,0.37,0.49,0.1,0.35,0.62,0.52,0.31
Mw9Locfp_Qc_T_QDyLR3cQ,4.0,Orlando,1.0,0.95,0.95,0.97,0.88,0.0,0.04,0.03,0.02,0.06
Mw9Locfp_Qc_T_QDyLR3cQ,4.0,Orlando,0.57,0.89,0.86,0.83,0.82,0.08,0.06,0.12,0.14,0.07
Mw9Locfp_Qc_T_QDyLR3cQ,4.0,Orlando,0.98,1.0,0.03,0.27,0.3,0.01,0.0,0.95,0.62,0.56
Mw9Locfp_Qc_T_QDyLR3cQ,3.0,Orlando,0.58,0.37,0.02,0.13,0.15,0.14,0.52,0.96,0.76,0.6
Mw9Locfp_Qc_T_QDyLR3cQ,2.0,Orlando,0.01,0.01,0.02,0.2,0.13,0.09,0.89,0.91,0.68,0.47
Mw9Locfp_Qc_T_QDyLR3cQ,1.0,Orlando,0.0,0.0,0.0,0.01,0.03,0.94,0.99,0.99,0.99,0.9
d3uHwiajWXVApH65sGKRiw,2.0,Orlando,0.02,0.01,0.01,0.01,0.02,0.11,0.98,0.96,0.98,0.75
d3uHwiajWXVApH65sGKRiw,2.0,Orlando,0.0,0.01,0.01,0.09,0.09,0.03,0.93,0.99,0.82,0.61
d3uHwiajWXVApH65sGKRiw,2.0,Orlando,0.04,0.02,0.01,0.04,0.07,0.42,0.94,0.95,0.94,0.82
d3uHwiajWXVApH65sGKRiw,1.0,Orlando,0.0,0.01,0.02,0.06,0.21,0.22,0.83,0.82,0.74,0.25
d3uHwiajWXVApH65sGKRiw,1.0,Orlando,0.81,0.01,0.02,0.05,0.19,0.0,0.99,0.94,0.94,0.41
d3uHwiajWXVApH65sGKRiw,3.0,Orlando,0.09,0.39,0.87,0.36,0.68,0.67,0.39,0.07,0.49,0.12
d3uHwiajWXVApH65sGKRiw,3.0,Orlando,0.99,0.03,0.03,0.06,0.3,0.0,0.95,0.95,0.92,0.59
d3uHwiajWXVApH65sGKRiw,5.0,Orlando,0.23,0.94,0.9,0.82,0.62,0.01,0.02,0.01,0.09,0.1
d3uHwiajWXVApH65sGKRiw,4.0,Orlando,0.03,0.01,0.93,0.06,0.07,0.95,0.98,0.05,0.92,0.9
DM_Ge3Feh-4xnIrHIDg4uw,5.0,Orlando,0.38,1.0,0.7,0.93,0.57,0.11,0.0,0.08,0.05,0.06
DM_Ge3Feh-4xnIrHIDg4uw,5.0,Orlando,0.72,0.09,0.08,0.29,0.51,0.09,0.62,0.81,0.49,0.13
DM_Ge3Feh-4xnIrHIDg4uw,5.0,Orlando,0.64,0.89,0.31,0.66,0.4,0.09,0.05,0.51,0.23,0.29
DM_Ge3Feh-4xnIrHIDg4uw,5.0,Orlando,1.0,1.0,1.0,1.0,0.98,0.0,0.0,0.0,0.0,0.01
DM_Ge3Feh-4xnIrHIDg4uw,5.0,Orlando,1.0,1.0,0.91,0.95,0.77,0.0,0.0,0.05,0.04,0.07
DM_Ge3Feh-4xnIrHIDg4uw,3.0,Orlando,0.01,0.01,0.01,0.02,0.02,0.89,0.78,0.77,0.79,0.7
DM_Ge3Feh-4xnIrHIDg4uw,2.0,Orlando,0.01,0.06,0.03,0.15,1.0,0.34,0.68,0.86,0.7,0.0
08xNWFnK7VoMjjQSEqd2Qw,5.0,Orlando,1.0,0.94,0.51,0.55,0.58,0.0,0.03,0.33,0.29,0.21
08xNWFnK7VoMjjQSEqd2Qw,5.0,Orlando,1.0,0.98,0.96,1.0,0.74,0.0,0.01,0.02,0.0,0.11
08xNWFnK7VoMjjQSEqd2Qw,5.0,Orlando,1.0,0.83,1.0,0.84,0.68,0.0,0.06,0.0,0.1,0.1
08xNWFnK7VoMjjQSEqd2Qw,5.0,Orlando,1.0,0.99,0.96,1.0,0.8,0.0,0.0,0.02,0.0,0.05
08xNWFnK7VoMjjQSEqd2Qw,5.0,Orlando,1.0,1.0,0.97,0.97,0.73,0.0,0.0,0.01,0.01,0.04
08xNWFnK7VoMjjQSEqd2Qw,3.0,Orlando,1.0,0.34,0.05,0.31,0.54,0.0,0.5,0.89,0.52,0.2
08xNWFnK7VoMjjQSEqd2Qw,4.0,Orlando,1.0,0.99,0.99,0.95,0.73,0.0,0.0,0.0,0.02,0.05
08xNWFnK7VoMjjQSEqd2Qw,1.0,Orlando,0.02,0.01,0.02,0.07,0.12,0.82,0.97,0.98,0.91,0.7
08xNWFnK7VoMjjQSEqd2Qw,2.0,Orlando,0.01,0.02,0.01,0.05,0.13,0.89,0.93,0.98,0.92,0.43
7rn7i2hdfiGX1lWobZJXBQ,5.0,Orlando,1.0,0.9,0.56,0.63,0.67,0.0,0.06,0.35,0.3,0.14
7rn7i2hdfiGX1lWobZJXBQ,5.0,Orlando,0.21,0.99,0.84,0.85,0.63,0.13,0.0,0.1,0.11,0.16
7rn7i2hdfiGX1lWobZJXBQ,5.0,Orlando,0.91,0.93,0.79,0.72,0.77,0.06,0.03,0.13,0.21,0.06
7rn7i2hdfiGX1lWobZJXBQ,5.0,Orlando,0.94,1.0,0.95,0.96,0.84,0.02,0.0,0.04,0.03,0.06
7rn7i2hdfiGX1lWobZJXBQ,4.0,Orlando,1.0,1.0,0.99,0.98,0.78,0.0,0.0,0.0,0.02,0.1
7rn7i2hdfiGX1lWobZJXBQ,4.0,Orlando,1.0,1.0,0.92,0.85,0.89,0.0,0.0,0.05,0.1,0.05
7rn7i2hdfiGX1lWobZJXBQ,1.0,Orlando,0.01,0.01,0.01,0.09,0.13,0.35,0.98,0.98,0.9,0.62
7rn7i2hdfiGX1lWobZJXBQ,2.0,Orlando,0.26,0.04,0.05,0.08,0.25,0.05,0.78,0.84,0.84,0.26
7rn7i2hdfiGX1lWobZJXBQ,3.0,Orlando,0.54,1.0,0.82,0.88,1.0,0.02,0.0,0.09,0.08,0.0
1eyv_Nm2KHOmGGb7je21Ug,5.0,Orlando,1.0,0.92,0.92,0.89,0.83,0.0,0.06,0.08,0.08,0.06
1eyv_Nm2KHOmGGb7je21Ug,5.0,Orlando,1.0,0.99,0.89,0.98,0.86,0.0,0.01,0.06,0.02,0.05
1eyv_Nm2KHOmGGb7je21Ug,5.0,Orlando,0.24,0.13,0.65,0.77,0.82,0.53,0.8,0.31,0.2,0.08
1eyv_Nm2KHOmGGb7je21Ug,4.0,Orlando,0.95,0.94,0.91,0.92,0.74,0.01,0.02,0.04,0.03,0.05
1eyv_Nm2KHOmGGb7je21Ug,4.0,Orlando,0.01,0.03,0.03,0.06,0.08,0.27,0.63,0.65,0.71,0.53
1eyv_Nm2KHOmGGb7je21Ug,1.0,Orlando,0.02,0.01,0.01,0.03,0.11,0.78,0.96,0.98,0.95,0.71
1eyv_Nm2KHOmGGb7je21Ug,2.0,Orlando,0.0,0.02,0.01,0.03,0.05,0.99,0.62,0.9,0.92,0.59
1eyv_Nm2KHOmGGb7je21Ug,3.0,Orlando,0.3,0.03,0.02,0.02,0.28,0.11,0.89,0.95,0.96,0.48
QdzRS1s0tSltIokm2xV-kA,5.0,Orlando,1.0,0.98,0.69,0.01,0.42,0.0,0.01,0.24,0.98,0.35
QdzRS1s0tSltIokm2xV-kA,5.0,Orlando,1.0,1.0,0.87,0.85,0.55,0.0,0.0,0.07,0.11,0.16
QdzRS1s0tSltIokm2xV-kA,5.0,Orlando,0.59,0.93,1.0,0.89,0.66,0.04,0.03,0.0,0.07,0.12
QdzRS1s0tSltIokm2xV-kA,5.0,Orlando,0.99,1.0,0.99,0.99,0.86,0.0,0.0,0.0,0.01,0.03
QdzRS1s0tSltIokm2xV-kA,5.0,Orlando,1.0,0.71,0.88,0.87,0.76,0.0,0.16,0.07,0.08,0.08
QdzRS1s0tSltIokm2xV-kA,5.0,Orlando,1.0,1.0,0.99,1.0,0.99,0.0,0.0,0.0,0.0,0.01
QdzRS1s0tSltIokm2xV-kA,5.0,Orlando,1.0,0.97,0.99,0.93,0.83,0.0,0.02,0.01,0.05,0.05
QdzRS1s0tSltIokm2xV-kA,4.0,Orlando,1.0,0.97,0.99,1.0,0.87,0.0,0.01,0.0,0.0,0.06
QdzRS1s0tSltIokm2xV-kA,3.0,Orlando,0.24,0.19,0.18,0.43,0.39,0.3,0.64,0.71,0.47,0.26
QdzRS1s0tSltIokm2xV-kA,2.0,Orlando,0.99,1.0,0.1,0.26,0.36,0.0,0.0,0.8,0.63,0.3
QdzRS1s0tSltIokm2xV-kA,1.0,Orlando,0.06,0.01,0.01,0.03,0.05,0.41,0.93,0.97,0.89,0.8
Lg7aBaURc2MiAhM4ZJldvQ,1.0,Orlando,0.0,0.01,0.01,0.07,0.09,0.58,0.95,0.81,0.88,0.52
Lg7aBaURc2MiAhM4ZJldvQ,1.0,Orlando,0.0,0.02,0.01,0.08,0.13,0.79,0.95,0.98,0.88,0.46
Lg7aBaURc2MiAhM4ZJldvQ,1.0,Orlando,0.01,0.0,0.01,0.03,0.25,0.99,0.99,0.98,0.96,0.68
Lg7aBaURc2MiAhM4ZJldvQ,1.0,Orlando,0.0,0.03,0.02,0.04,0.08,0.66,0.86,0.8,0.87,0.51
Lg7aBaURc2MiAhM4ZJldvQ,1.0,Orlando,0.0,0.0,0.0,0.0,0.01,0.97,0.99,0.99,0.99,0.97
Lg7aBaURc2MiAhM4ZJldvQ,2.0,Orlando,0.0,0.01,0.02,0.07,0.23,0.99,0.99,0.98,0.93,0.71
Lg7aBaURc2MiAhM4ZJldvQ,3.0,Orlando,0.01,0.01,0.02,0.05,0.23,0.97,0.97,0.97,0.94,0.6
Lg7aBaURc2MiAhM4ZJldvQ,4.0,Orlando,0.51,0.58,0.58,0.99,0.91,0.35,0.4,0.4,0.01,0.03
Lg7aBaURc2MiAhM4ZJldvQ,5.0,Orlando,0.02,0.96,0.85,0.78,0.62,0.81,0.03,0.1,0.18,0.13
