,Unnamed: 0.1.1.1,business_id,stars,city,food_pos,service_pos,price_pos,clean_pos,location_pos,food_neg,service_neg,price_neg,clean_neg,location_neg
52,686193,6Y0lQh4O-9JCutgyuMNq0g,5.0,Atlanta,0.7,1.0,0.99,0.97,0.95,0.01,0.0,0.01,0.03,0.02
53,57771,6Y0lQh4O-9JCutgyuMNq0g,5.0,Atlanta,0.02,0.52,0.84,0.96,0.68,0.56,0.34,0.11,0.03,0.06
54,256935,6Y0lQh4O-9JCutgyuMNq0g,3.0,Atlanta,0.0,0.1,0.04,0.28,0.23,0.02,0.26,0.39,0.49,0.2
55,208237,6Y0lQh4O-9JCutgyuMNq0g,2.0,Atlanta,0.13,0.01,0.03,0.23,0.53,0.44,0.98,0.93,0.67,0.17
56,502829,6Y0lQh4O-9JCutgyuMNq0g,1.0,Atlanta,0.02,0.01,0.01,0.07,0.56,0.98,0.99,0.99,0.92,0.39
57,828074,6DcaOhKuSj6TzSDH9xHOnQ,5.0,Atlanta,1.0,1.0,1.0,1.0,0.98,0.0,0.0,0.0,0.0,0.01
58,134609,6DcaOhKuSj6TzSDH9xHOnQ,5.0,Atlanta,1.0,0.97,0.98,0.97,0.93,0.0,0.02,0.02,0.03,0.04
59,836259,6DcaOhKuSj6TzSDH9xHOnQ,5.0,Atlanta,0.81,0.55,0.91,0.5,0.55,0.09,0.34,0.06,0.39,0.25
60,471560,6DcaOhKuSj6TzSDH9xHOnQ,4.0,Atlanta,1.0,1.0,0.99,0.99,0.9,0.0,0.0,0.0,0.01,0.05
61,739034,6DcaOhKuSj6TzSDH9xHOnQ,4.0,Atlanta,0.35,0.19,0.18,0.26,0.29,0.11,0.28,0.64,0.29,0.17
62,83561,6DcaOhKuSj6TzSDH9xHOnQ,1.0,Atlanta,0.01,0.01,0.02,0.1,0.24,0.58,0.98,0.96,0.88,0.49
63,725697,6DcaOhKuSj6TzSDH9xHOnQ,3.0,Atlanta,0.01,0.62,0.07,0.13,0.23,0.01,0.19,0.72,0.72,0.41
64,803905,6DcaOhKuSj6TzSDH9xHOnQ,2.0,Atlanta,0.0,0.01,0.01,0.02,0.02,0.22,0.66,0.92,0.68,0.51
65,702841,5Bc3U8qu9sYE_hoC7IIorA,5.0,Atlanta,1.0,1.0,1.0,1.0,0.99,0.0,0.0,0.0,0.0,0.0
66,599555,5Bc3U8qu9sYE_hoC7IIorA,5.0,Atlanta,0.96,0.86,0.97,0.99,0.96,0.02,0.11,0.03,0.01,0.02
67,479729,5Bc3U8qu9sYE_hoC7IIorA,5.0,Atlanta,0.05,0.85,0.65,0.76,0.77,0.17,0.09,0.24,0.17,0.11
68,635502,5Bc3U8qu9sYE_hoC7IIorA,5.0,Atlanta,0.99,0.78,0.66,0.8,0.53,0.0,0.07,0.21,0.11,0.11
69,704556,5Bc3U8qu9sYE_hoC7IIorA,5.0,Atlanta,1.0,0.82,0.86,0.93,0.48,0.0,0.06,0.07,0.04,0.11
70,683245,5Bc3U8qu9sYE_hoC7IIorA,5.0,Atlanta,1.0,0.98,1.0,0.96,0.87,0.0,0.01,0.0,0.03,0.06
71,611509,5Bc3U8qu9sYE_hoC7IIorA,5.0,Atlanta,0.99,1.0,1.0,1.0,1.0,0.01,0.0,0.0,0.0,0.0
72,479415,5Bc3U8qu9sYE_hoC7IIorA,5.0,Atlanta,0.05,0.85,0.65,0.76,0.77,0.17,0.09,0.24,0.17,0.11
73,724330,5Bc3U8qu9sYE_hoC7IIorA,4.0,Atlanta,0.62,0.56,0.47,0.57,0.61,0.03,0.38,0.45,0.39,0.19
74,677832,5Bc3U8qu9sYE_hoC7IIorA,3.0,Atlanta,0.01,0.04,1.0,0.17,0.38,0.92,0.93,0.0,0.8,0.45
75,593536,FuQExkWBNIYRXShoP9eiog,3.0,Atlanta,0.0,0.01,0.01,0.01,0.07,0.12,0.95,0.96,0.97,0.48
76,636026,FuQExkWBNIYRXShoP9eiog,4.0,Atlanta,0.2,0.01,0.01,0.02,0.04,0.77,0.99,0.99,0.97,0.95
77,642035,FuQExkWBNIYRXShoP9eiog,5.0,Atlanta,0.88,0.97,0.93,0.95,0.74,0.05,0.02,0.05,0.03,0.13
78,661617,FuQExkWBNIYRXShoP9eiog,5.0,Atlanta,0.56,0.7,1.0,0.51,0.45,0.19,0.14,0.0,0.28,0.18
79,768033,FuQExkWBNIYRXShoP9eiog,1.0,Atlanta,0.0,0.0,0.0,0.01,0.01,0.18,0.95,0.91,0.91,0.6
80,777738,FuQExkWBNIYRXShoP9eiog,5.0,Atlanta,0.99,1.0,1.0,0.99,0.58,0.0,0.0,0.0,0.01,0.12
81,818470,FuQExkWBNIYRXShoP9eiog,5.0,Atlanta,0.01,0.99,0.98,0.97,0.78,0.02,0.0,0.01,0.01,0.03
82,830679,FuQExkWBNIYRXShoP9eiog,5.0,Atlanta,0.99,0.99,0.92,0.96,0.73,0.0,0.0,0.01,0.01,0.04
83,31439,Hfg_gRsUCEE1-CdFVxa0dw,5.0,Atlanta,0.99,0.17,0.18,0.53,0.01,0.01,0.73,0.79,0.37,0.98
84,121051,Hfg_gRsUCEE1-CdFVxa0dw,5.0,Atlanta,0.99,0.09,1.0,0.31,0.47,0.01,0.8,0.0,0.61,0.22
85,476771,Hfg_gRsUCEE1-CdFVxa0dw,5.0,Atlanta,1.0,1.0,1.0,0.98,0.95,0.0,0.0,0.0,0.02,0.03
86,821956,Hfg_gRsUCEE1-CdFVxa0dw,1.0,Atlanta,0.0,0.08,0.02,0.31,0.07,0.27,0.71,0.79,0.45,0.34
87,582756,Hfg_gRsUCEE1-CdFVxa0dw,1.0,Atlanta,0.01,0.01,0.01,0.02,0.06,0.9,0.99,0.99,0.98,0.93
88,662619,Hfg_gRsUCEE1-CdFVxa0dw,4.0,Atlanta,1.0,0.07,0.56,0.58,0.81,0.0,0.8,0.29,0.29,0.08
89,652620,Hfg_gRsUCEE1-CdFVxa0dw,2.0,Atlanta,1.0,0.01,0.01,0.08,0.12,0.0,0.99,0.98,0.91,0.78
90,816318,Hfg_gRsUCEE1-CdFVxa0dw,3.0,Atlanta,0.02,0.0,0.02,0.11,0.18,0.41,0.99,0.82,0.69,0.13
91,161395,jh07n3CFoc8gskZ8F-2g9w,5.0,Atlanta,0.91,0.94,0.95,0.96,0.87,0.03,0.04,0.03,0.03,0.06
92,481502,jh07n3CFoc8gskZ8F-2g9w,5.0,Atlanta,1.0,0.99,1.0,0.99,0.95,0.0,0.0,0.0,0.01,0.02
93,238599,jh07n3CFoc8gskZ8F-2g9w,5.0,Atlanta,0.53,0.79,0.83,0.71,0.66,0.17,0.13,0.1,0.22,0.14
94,414248,jh07n3CFoc8gskZ8F-2g9w,4.0,Atlanta,0.74,0.74,0.85,0.88,0.84,0.09,0.16,0.11,0.08,0.05
95,210917,jh07n3CFoc8gskZ8F-2g9w,4.0,Atlanta,0.94,1.0,0.13,0.44,0.57,0.0,0.0,0.82,0.52,0.26
96,435654,jh07n3CFoc8gskZ8F-2g9w,4.0,Atlanta,0.31,0.06,0.05,0.26,0.52,0.35,0.87,0.92,0.63,0.22
97,166500,jh07n3CFoc8gskZ8F-2g9w,3.0,Atlanta,0.2,0.67,0.77,0.84,0.29,0.11,0.16,0.12,0.12,0.08
98,416058,jh07n3CFoc8gskZ8F-2g9w,2.0,Atlanta,0.01,0.01,0.01,0.05,0.15,0.47,0.97,0.98,0.92,0.57
99,235565,jh07n3CFoc8gskZ8F-2g9w,1.0,Atlanta,0.01,0.01,0.0,0.01,0.03,0.97,0.99,0.98,0.97,0.84
100,30437,LOiS95cRQbPrbRZ2-fMXbg,3.0,Atlanta,0.0,0.02,0.01,0.23,0.3,0.16,0.55,0.69,0.5,0.19
101,541393,LOiS95cRQbPrbRZ2-fMXbg,3.0,Atlanta,0.48,1.0,0.76,0.54,0.59,0.18,0.0,0.12,0.29,0.18
102,20747,LOiS95cRQbPrbRZ2-fMXbg,5.0,Atlanta,0.19,0.99,0.89,0.92,1.0,0.02,0.01,0.06,0.05,0.0
103,706698,LOiS95cRQbPrbRZ2-fMXbg,5.0,Atlanta,0.11,0.59,0.33,0.65,0.98,0.03,0.21,0.03,0.22,0.01
104,468746,LOiS95cRQbPrbRZ2-fMXbg,2.0,Atlanta,0.12,0.03,0.44,0.19,0.75,0.24,0.88,0.49,0.7,0.05
105,64721,LOiS95cRQbPrbRZ2-fMXbg,1.0,Atlanta,0.01,0.29,0.13,0.21,0.29,0.24,0.55,0.78,0.68,0.3
106,57344,LOiS95cRQbPrbRZ2-fMXbg,4.0,Atlanta,0.38,0.05,0.2,0.24,0.37,0.02,0.73,0.48,0.58,0.24
107,512132,bkFK5XEQef-F0rTxmktfzg,4.0,Atlanta,0.15,0.2,0.77,0.35,0.29,0.08,0.39,0.09,0.37,0.19
108,689994,bkFK5XEQef-F0rTxmktfzg,4.0,Atlanta,0.04,0.02,0.85,0.62,0.52,0.03,0.9,0.03,0.16,0.07
109,603027,bkFK5XEQef-F0rTxmktfzg,5.0,Atlanta,1.0,1.0,0.94,0.98,0.82,0.0,0.0,0.04,0.02,0.07
110,716194,bkFK5XEQef-F0rTxmktfzg,5.0,Atlanta,1.0,1.0,0.89,0.96,0.86,0.0,0.0,0.07,0.03,0.04
111,218561,bkFK5XEQef-F0rTxmktfzg,3.0,Atlanta,0.0,0.0,0.03,0.27,0.26,0.02,0.99,0.88,0.65,0.27
112,434759,bkFK5XEQef-F0rTxmktfzg,3.0,Atlanta,0.01,0.01,0.29,0.14,0.31,0.69,0.97,0.35,0.78,0.29
113,805785,bkFK5XEQef-F0rTxmktfzg,1.0,Atlanta,0.0,0.02,0.01,0.1,0.44,0.11,0.98,0.98,0.89,0.24
114,103558,bkFK5XEQef-F0rTxmktfzg,2.0,Atlanta,0.36,0.27,0.19,0.39,0.49,0.26,0.57,0.7,0.49,0.24
115,606568,_IFMCrheTi12RqiR7jvJUg,5.0,Atlanta,0.65,0.45,0.37,0.65,0.49,0.01,0.09,0.15,0.02,0.09
116,708368,_IFMCrheTi12RqiR7jvJUg,5.0,Atlanta,0.99,0.96,0.89,0.95,0.93,0.0,0.03,0.08,0.04,0.03
117,792700,_IFMCrheTi12RqiR7jvJUg,5.0,Atlanta,0.99,0.99,0.46,0.68,0.76,0.0,0.0,0.42,0.26,0.11
118,813809,_IFMCrheTi12RqiR7jvJUg,5.0,Atlanta,0.99,0.99,0.98,0.98,0.89,0.0,0.0,0.01,0.01,0.05
119,705662,_IFMCrheTi12RqiR7jvJUg,4.0,Atlanta,0.46,0.73,0.87,0.58,0.62,0.03,0.13,0.08,0.31,0.17
120,710898,_IFMCrheTi12RqiR7jvJUg,4.0,Atlanta,0.35,0.01,0.04,0.22,0.24,0.31,0.97,0.79,0.72,0.46
121,796824,_IFMCrheTi12RqiR7jvJUg,3.0,Atlanta,0.09,0.22,0.02,0.31,0.42,0.67,0.42,0.87,0.49,0.13
122,602108,_IFMCrheTi12RqiR7jvJUg,2.0,Atlanta,0.07,0.06,0.15,0.11,0.24,0.91,0.93,0.84,0.87,0.71
123,691428,_IFMCrheTi12RqiR7jvJUg,1.0,Atlanta,0.61,0.01,0.01,0.04,0.24,0.32,0.98,0.97,0.95,0.57
124,857003,EmJOkTKIwgm7QJbls7hN3w,5.0,Atlanta,0.87,1.0,0.98,1.0,0.97,0.03,0.0,0.0,0.0,0.0
125,401689,EmJOkTKIwgm7QJbls7hN3w,5.0,Atlanta,0.51,0.52,0.47,0.6,0.56,0.13,0.42,0.48,0.36,0.28
126,111074,EmJOkTKIwgm7QJbls7hN3w,5.0,Atlanta,1.0,0.81,0.89,0.93,0.93,0.0,0.16,0.08,0.05,0.02
127,388389,EmJOkTKIwgm7QJbls7hN3w,5.0,Atlanta,0.9,1.0,0.97,0.96,0.78,0.06,0.0,0.03,0.03,0.08
128,596657,EmJOkTKIwgm7QJbls7hN3w,4.0,Atlanta,0.5,0.62,0.22,0.62,0.46,0.02,0.24,0.55,0.27,0.15
129,776634,EmJOkTKIwgm7QJbls7hN3w,4.0,Atlanta,1.0,0.45,0.45,0.54,0.74,0.0,0.34,0.4,0.36,0.07
130,563144,EmJOkTKIwgm7QJbls7hN3w,4.0,Atlanta,0.93,1.0,0.96,0.98,0.95,0.06,0.0,0.03,0.01,0.02
131,520873,EmJOkTKIwgm7QJbls7hN3w,3.0,Atlanta,0.01,0.34,0.17,0.31,0.22,0.27,0.49,0.63,0.55,0.44
132,473874,EmJOkTKIwgm7QJbls7hN3w,2.0,Atlanta,0.01,0.01,0.01,0.04,0.11,0.75,0.96,0.97,0.95,0.73
133,568995,EmJOkTKIwgm7QJbls7hN3w,1.0,Atlanta,0.97,0.5,0.08,0.29,0.35,0.01,0.5,0.88,0.65,0.47
134,82387,eLrJdEYwxzJgddnqawDQ1g,4.0,Atlanta,0.07,0.99,0.53,0.54,0.29,0.06,0.0,0.23,0.25,0.13
135,649032,eLrJdEYwxzJgddnqawDQ1g,4.0,Atlanta,0.08,0.31,0.24,0.28,0.31,0.22,0.26,0.46,0.51,0.2
136,90198,eLrJdEYwxzJgddnqawDQ1g,5.0,Atlanta,1.0,0.98,0.96,0.97,0.87,0.0,0.01,0.02,0.02,0.05
137,475877,eLrJdEYwxzJgddnqawDQ1g,5.0,Atlanta,0.89,0.99,0.96,0.96,0.82,0.02,0.0,0.02,0.03,0.06
138,295378,eLrJdEYwxzJgddnqawDQ1g,2.0,Atlanta,0.54,0.47,0.26,0.49,0.42,0.01,0.49,0.62,0.48,0.31
139,105308,eLrJdEYwxzJgddnqawDQ1g,1.0,Atlanta,0.02,0.04,0.03,0.1,0.46,0.64,0.88,0.87,0.83,0.24
140,276689,eLrJdEYwxzJgddnqawDQ1g,3.0,Atlanta,1.0,0.55,0.8,0.39,0.61,0.0,0.07,0.12,0.42,0.19
141,449009,vE6ZtSOEpFWbpl8KmEqv7g,5.0,Atlanta,1.0,0.02,0.14,0.51,0.65,0.0,0.98,0.81,0.46,0.19
142,685901,vE6ZtSOEpFWbpl8KmEqv7g,5.0,Atlanta,1.0,1.0,1.0,1.0,0.99,0.0,0.0,0.0,0.0,0.01
143,408970,vE6ZtSOEpFWbpl8KmEqv7g,5.0,Atlanta,0.52,0.53,0.58,0.64,0.56,0.04,0.08,0.25,0.25,0.17
144,631522,vE6ZtSOEpFWbpl8KmEqv7g,5.0,Atlanta,1.0,1.0,1.0,0.98,0.94,0.0,0.0,0.0,0.02,0.04
145,456768,vE6ZtSOEpFWbpl8KmEqv7g,5.0,Atlanta,0.86,1.0,0.87,0.9,0.63,0.02,0.0,0.08,0.07,0.07
146,67079,vE6ZtSOEpFWbpl8KmEqv7g,4.0,Atlanta,0.54,1.0,0.55,0.68,0.8,0.33,0.0,0.36,0.26,0.09
147,445140,vE6ZtSOEpFWbpl8KmEqv7g,4.0,Atlanta,0.01,0.21,0.0,0.01,0.01,0.83,0.77,0.99,0.99,0.97
148,590546,vE6ZtSOEpFWbpl8KmEqv7g,3.0,Atlanta,0.0,0.51,0.06,0.17,0.11,0.02,0.09,0.66,0.61,0.35
149,236553,vE6ZtSOEpFWbpl8KmEqv7g,2.0,Atlanta,0.1,0.05,0.06,0.15,0.16,0.35,0.8,0.84,0.72,0.51
150,457212,vE6ZtSOEpFWbpl8KmEqv7g,1.0,Atlanta,0.0,0.01,0.01,0.05,0.17,0.11,0.98,0.99,0.94,0.66
151,167881,KR4byEwMJ2iC3hlHiX6gVQ,1.0,Atlanta,0.01,0.01,0.01,0.02,0.07,0.15,0.84,0.89,0.86,0.59
152,748306,KR4byEwMJ2iC3hlHiX6gVQ,1.0,Atlanta,0.0,0.04,0.02,0.07,0.11,0.09,0.91,0.88,0.82,0.35
153,695123,KR4byEwMJ2iC3hlHiX6gVQ,1.0,Atlanta,0.01,0.0,0.0,0.01,0.01,0.98,0.99,0.99,0.99,0.99
154,714423,KR4byEwMJ2iC3hlHiX6gVQ,1.0,Atlanta,0.01,0.01,0.01,0.04,0.09,0.76,0.98,0.98,0.93,0.7
155,368231,KR4byEwMJ2iC3hlHiX6gVQ,1.0,Atlanta,0.0,0.0,0.01,0.02,0.11,0.01,0.99,0.81,0.83,0.42
156,707044,KR4byEwMJ2iC3hlHiX6gVQ,5.0,Atlanta,0.86,0.99,0.99,0.93,0.84,0.09,0.01,0.01,0.06,0.07
157,516929,KR4byEwMJ2iC3hlHiX6gVQ,2.0,Atlanta,0.01,1.0,0.02,0.24,0.39,0.99,0.0,0.96,0.74,0.36
158,258982,KR4byEwMJ2iC3hlHiX6gVQ,3.0,Atlanta,0.0,0.21,0.35,0.34,0.24,0.03,0.37,0.39,0.43,0.17
159,676640,KR4byEwMJ2iC3hlHiX6gVQ,4.0,Atlanta,0.35,0.21,0.19,0.37,0.31,0.3,0.55,0.56,0.44,0.22
160,339614,KTRhicnD-1DHJJDjTy2Y_A,4.0,Atlanta,0.04,0.19,0.16,0.28,0.11,0.63,0.62,0.6,0.63,0.56
161,584557,KTRhicnD-1DHJJDjTy2Y_A,4.0,Atlanta,0.3,0.58,0.79,0.68,0.65,0.47,0.31,0.17,0.26,0.19
162,761176,KTRhicnD-1DHJJDjTy2Y_A,5.0,Atlanta,0.0,0.76,0.95,0.8,0.03,0.0,0.1,0.03,0.12,0.0
163,71221,KTRhicnD-1DHJJDjTy2Y_A,5.0,Atlanta,0.85,0.99,0.99,0.98,0.87,0.08,0.0,0.01,0.01,0.05
164,729015,KTRhicnD-1DHJJDjTy2Y_A,1.0,Atlanta,0.03,0.01,0.02,0.07,0.33,0.62,0.98,0.97,0.93,0.56
165,502179,KTRhicnD-1DHJJDjTy2Y_A,3.0,Atlanta,0.01,0.01,0.03,0.12,0.26,0.91,0.97,0.95,0.82,0.58
166,787727,KTRhicnD-1DHJJDjTy2Y_A,2.0,Atlanta,0.0,0.35,0.01,0.04,0.1,0.68,0.62,0.97,0.92,0.46
167,838210,_cxOC-jzriK2zcQj2QxBcw,5.0,Atlanta,1.0,0.65,0.69,0.6,0.67,0.0,0.18,0.19,0.28,0.09
168,92492,_cxOC-jzriK2zcQj2QxBcw,5.0,Atlanta,0.99,0.85,0.85,0.58,0.49,0.0,0.07,0.06,0.31,0.2
169,672870,_cxOC-jzriK2zcQj2QxBcw,5.0,Atlanta,0.99,0.94,0.88,0.89,0.82,0.0,0.02,0.06,0.07,0.06
170,12598,_cxOC-jzriK2zcQj2QxBcw,5.0,Atlanta,1.0,0.89,0.88,0.72,0.57,0.0,0.06,0.09,0.21,0.15
171,200241,_cxOC-jzriK2zcQj2QxBcw,5.0,Atlanta,0.63,0.71,0.59,0.8,0.43,0.01,0.15,0.17,0.11,0.13
172,834521,_cxOC-jzriK2zcQj2QxBcw,5.0,Atlanta,0.44,0.49,0.44,0.4,0.36,0.03,0.19,0.26,0.3,0.1
173,857638,_cxOC-jzriK2zcQj2QxBcw,5.0,Atlanta,0.99,0.16,0.03,0.27,0.41,0.0,0.61,0.94,0.56,0.16
174,43316,_cxOC-jzriK2zcQj2QxBcw,5.0,Atlanta,1.0,0.97,0.98,0.97,0.88,0.0,0.02,0.01,0.02,0.04
175,495476,_cxOC-jzriK2zcQj2QxBcw,4.0,Atlanta,0.03,0.33,0.39,0.24,0.23,0.02,0.23,0.42,0.56,0.14
176,736691,_cxOC-jzriK2zcQj2QxBcw,1.0,Atlanta,0.56,0.01,0.0,0.01,0.1,0.14,0.99,0.99,0.98,0.65
177,577260,_cxOC-jzriK2zcQj2QxBcw,2.0,Atlanta,0.49,0.01,0.02,0.1,0.2,0.33,0.98,0.97,0.89,0.59
