business_id,stars,city,food_pos,service_pos,price_pos,clean_pos,location_pos,food_neg,service_neg,price_neg,clean_neg,location_neg
fMZRia9Jq8CXgP3Wna6_gg,2.0,Portland,0.88,0.0,0.01,0.02,0.21,0.01,0.99,0.98,0.97,0.66
fMZRia9Jq8CXgP3Wna6_gg,1.0,Portland,0.74,0.02,0.01,0.05,0.11,0.03,0.97,0.84,0.87,0.48
A2EQ-c_AaRoTmRGfO-HByQ,5.0,Portland,0.38,1.0,0.71,0.87,0.8,0.08,0.0,0.2,0.09,0.08
A2EQ-c_AaRoTmRGfO-HByQ,5.0,Portland,0.03,0.56,0.11,0.4,0.36,0.18,0.11,0.6,0.35,0.12
A2EQ-c_AaRoTmRGfO-HByQ,5.0,Portland,0.21,1.0,0.98,0.78,0.65,0.38,0.0,0.01,0.16,0.15
A2EQ-c_AaRoTmRGfO-HByQ,4.0,Portland,0.15,0.71,0.11,0.71,0.6,0.28,0.19,0.11,0.22,0.15
A2EQ-c_AaRoTmRGfO-HByQ,4.0,Portland,0.05,1.0,0.53,1.0,0.56,0.01,0.0,0.24,0.0,0.14
A2EQ-c_AaRoTmRGfO-HByQ,4.0,Portland,0.0,0.01,0.01,0.02,0.03,0.99,0.99,0.99,0.98,0.96
A2EQ-c_AaRoTmRGfO-HByQ,3.0,Portland,0.02,0.31,0.09,0.2,0.16,0.59,0.52,0.76,0.72,0.56
A2EQ-c_AaRoTmRGfO-HByQ,2.0,Portland,0.42,0.02,0.02,0.2,0.58,0.53,0.96,0.97,0.79,0.31
A2EQ-c_AaRoTmRGfO-HByQ,1.0,Portland,0.14,0.03,0.06,0.08,0.4,0.68,0.94,0.93,0.89,0.42
Dz3GF5EvC3kzM-Jf_nLCDw,1.0,Portland,0.02,0.33,0.28,0.24,0.25,0.25,0.47,0.6,0.53,0.3
Dz3GF5EvC3kzM-Jf_nLCDw,1.0,Portland,0.0,0.01,0.0,0.02,0.05,0.11,0.96,0.98,0.95,0.73
Dz3GF5EvC3kzM-Jf_nLCDw,1.0,Portland,0.02,0.04,0.03,0.07,0.22,0.5,0.89,0.94,0.87,0.59
Dz3GF5EvC3kzM-Jf_nLCDw,1.0,Portland,0.01,0.0,0.0,0.01,0.04,0.99,0.99,0.99,0.99,0.95
Dz3GF5EvC3kzM-Jf_nLCDw,1.0,Portland,0.0,0.01,0.01,0.19,0.15,0.88,0.93,0.93,0.7,0.21
Dz3GF5EvC3kzM-Jf_nLCDw,1.0,Portland,0.0,0.01,0.01,0.02,0.07,0.99,0.99,0.99,0.98,0.92
Dz3GF5EvC3kzM-Jf_nLCDw,1.0,Portland,0.01,0.0,0.01,0.05,0.22,0.95,0.99,0.99,0.94,0.64
Dz3GF5EvC3kzM-Jf_nLCDw,3.0,Portland,0.0,0.04,0.02,0.09,0.05,0.03,0.73,0.57,0.63,0.5
Dz3GF5EvC3kzM-Jf_nLCDw,4.0,Portland,0.09,1.0,0.62,0.64,0.46,0.05,0.0,0.33,0.24,0.2
Dz3GF5EvC3kzM-Jf_nLCDw,2.0,Portland,0.0,0.01,0.01,0.05,0.16,0.81,0.95,0.72,0.91,0.51
E4ejoHJHIOvVhkca3kWRuQ,1.0,Portland,0.12,0.02,0.05,0.12,0.54,0.84,0.98,0.95,0.88,0.37
E4ejoHJHIOvVhkca3kWRuQ,1.0,Portland,0.0,0.02,0.01,0.17,0.14,0.01,0.7,0.75,0.6,0.25
E4ejoHJHIOvVhkca3kWRuQ,1.0,Portland,0.0,0.01,0.03,0.01,0.41,0.99,0.99,0.97,0.97,0.43
E4ejoHJHIOvVhkca3kWRuQ,1.0,Portland,0.02,0.02,0.08,0.31,0.44,0.24,0.96,0.89,0.67,0.48
E4ejoHJHIOvVhkca3kWRuQ,1.0,Portland,0.0,0.0,0.01,0.06,0.05,0.98,0.97,0.99,0.92,0.61
E4ejoHJHIOvVhkca3kWRuQ,1.0,Portland,0.0,0.02,0.01,0.19,0.23,0.28,0.83,0.95,0.66,0.24
E4ejoHJHIOvVhkca3kWRuQ,5.0,Portland,1.0,1.0,1.0,1.0,0.85,0.0,0.0,0.0,0.0,0.02
E4ejoHJHIOvVhkca3kWRuQ,2.0,Portland,0.0,0.01,0.01,0.02,0.16,0.99,0.99,0.99,0.97,0.71
E4ejoHJHIOvVhkca3kWRuQ,3.0,Portland,0.44,0.93,0.43,0.7,0.59,0.02,0.02,0.13,0.17,0.08
E4ejoHJHIOvVhkca3kWRuQ,4.0,Portland,0.02,0.06,0.07,0.16,0.8,0.41,0.74,0.76,0.63,0.1
SRHQEF2-VPS_dl1_ZDH0gA,5.0,Portland,0.19,0.51,0.58,0.88,0.64,0.01,0.23,0.32,0.09,0.13
SRHQEF2-VPS_dl1_ZDH0gA,5.0,Portland,0.81,0.49,0.65,0.77,0.42,0.02,0.14,0.17,0.11,0.13
SRHQEF2-VPS_dl1_ZDH0gA,4.0,Portland,1.0,0.99,0.99,0.99,0.93,0.0,0.01,0.0,0.0,0.03
SRHQEF2-VPS_dl1_ZDH0gA,4.0,Portland,0.89,0.27,0.62,0.7,0.88,0.07,0.66,0.32,0.24,0.07
SRHQEF2-VPS_dl1_ZDH0gA,3.0,Portland,0.99,0.01,0.01,0.02,0.08,0.0,0.99,0.99,0.98,0.92
SRHQEF2-VPS_dl1_ZDH0gA,2.0,Portland,0.68,0.01,0.01,0.02,0.07,0.02,0.98,0.91,0.93,0.41
SRHQEF2-VPS_dl1_ZDH0gA,1.0,Portland,0.85,0.04,0.03,0.1,0.39,0.11,0.92,0.95,0.87,0.36
U4sddbqRBCS4Km-B7y3vBA,5.0,Portland,0.6,1.0,0.95,0.97,0.9,0.0,0.0,0.03,0.02,0.04
U4sddbqRBCS4Km-B7y3vBA,5.0,Portland,1.0,1.0,0.96,1.0,0.99,0.0,0.0,0.03,0.0,0.0
U4sddbqRBCS4Km-B7y3vBA,5.0,Portland,0.35,0.51,0.73,0.66,0.69,0.04,0.26,0.14,0.25,0.07
U4sddbqRBCS4Km-B7y3vBA,5.0,Portland,1.0,0.3,1.0,0.47,0.69,0.0,0.57,0.0,0.44,0.13
U4sddbqRBCS4Km-B7y3vBA,4.0,Portland,1.0,0.02,0.03,0.15,0.61,0.0,0.97,0.96,0.82,0.22
U4sddbqRBCS4Km-B7y3vBA,4.0,Portland,0.12,0.67,0.57,0.67,0.37,0.01,0.03,0.08,0.11,0.08
U4sddbqRBCS4Km-B7y3vBA,1.0,Portland,0.0,0.01,0.02,0.51,0.07,0.0,0.83,0.63,0.27,0.1
U4sddbqRBCS4Km-B7y3vBA,3.0,Portland,1.0,0.08,0.03,0.2,0.57,0.0,0.82,0.94,0.65,0.26
U4sddbqRBCS4Km-B7y3vBA,2.0,Portland,0.01,0.18,0.15,0.68,0.26,0.31,0.54,0.72,0.22,0.25
sJNMic9YAN7rSy8RnHZ0qw,5.0,Portland,1.0,0.92,0.96,0.95,0.8,0.0,0.04,0.02,0.03,0.06
sJNMic9YAN7rSy8RnHZ0qw,5.0,Portland,0.53,1.0,0.72,0.71,0.63,0.06,0.0,0.16,0.2,0.14
sJNMic9YAN7rSy8RnHZ0qw,5.0,Portland,0.59,0.87,0.89,0.85,0.68,0.15,0.1,0.05,0.09,0.08
sJNMic9YAN7rSy8RnHZ0qw,5.0,Portland,0.73,0.93,0.93,0.97,0.82,0.0,0.03,0.04,0.02,0.06
sJNMic9YAN7rSy8RnHZ0qw,5.0,Portland,1.0,0.99,1.0,0.99,0.89,0.0,0.0,0.0,0.01,0.05
sJNMic9YAN7rSy8RnHZ0qw,5.0,Portland,1.0,0.57,0.79,1.0,0.74,0.0,0.31,0.18,0.0,0.13
sJNMic9YAN7rSy8RnHZ0qw,5.0,Portland,1.0,1.0,0.95,1.0,0.7,0.0,0.0,0.03,0.0,0.07
sJNMic9YAN7rSy8RnHZ0qw,2.0,Portland,0.0,0.12,0.01,0.06,0.08,0.04,0.85,0.71,0.92,0.81
sJNMic9YAN7rSy8RnHZ0qw,5.0,Portland,0.13,0.33,0.51,0.46,0.37,0.38,0.4,0.35,0.41,0.29
tjCT7EyHjDxnB5NCjxCnRg,5.0,Portland,0.0,1.0,0.59,0.88,0.64,0.05,0.0,0.3,0.08,0.14
tjCT7EyHjDxnB5NCjxCnRg,5.0,Portland,1.0,0.99,1.0,0.98,0.98,0.0,0.01,0.0,0.02,0.01
tjCT7EyHjDxnB5NCjxCnRg,5.0,Portland,0.95,0.99,0.94,0.96,0.92,0.03,0.01,0.04,0.03,0.03
tjCT7EyHjDxnB5NCjxCnRg,5.0,Portland,0.6,1.0,0.07,0.86,0.82,0.17,0.0,0.93,0.11,0.06
tjCT7EyHjDxnB5NCjxCnRg,5.0,Portland,1.0,0.99,0.97,0.94,0.89,0.0,0.01,0.02,0.05,0.06
tjCT7EyHjDxnB5NCjxCnRg,5.0,Portland,0.89,0.92,0.96,0.81,0.75,0.06,0.05,0.03,0.13,0.1
tjCT7EyHjDxnB5NCjxCnRg,4.0,Portland,0.81,0.99,0.84,0.83,0.81,0.02,0.01,0.02,0.04,0.04
tjCT7EyHjDxnB5NCjxCnRg,4.0,Portland,0.06,1.0,0.82,0.33,0.38,0.88,0.0,0.16,0.65,0.52
tjCT7EyHjDxnB5NCjxCnRg,3.0,Portland,0.99,0.19,0.66,0.58,0.66,0.0,0.32,0.14,0.22,0.09
tjCT7EyHjDxnB5NCjxCnRg,2.0,Portland,0.04,0.08,0.02,0.18,0.31,0.5,0.75,0.81,0.67,0.28
QLavaVgcy8u0gpYbSPLEqw,1.0,Portland,0.0,0.01,0.01,0.02,0.02,0.3,0.98,0.96,0.97,0.97
QLavaVgcy8u0gpYbSPLEqw,1.0,Portland,0.0,0.02,0.01,0.04,0.02,0.05,0.22,0.36,0.29,0.08
QLavaVgcy8u0gpYbSPLEqw,1.0,Portland,0.0,0.0,0.0,0.01,0.02,0.02,0.99,0.99,0.99,0.95
QLavaVgcy8u0gpYbSPLEqw,1.0,Portland,0.0,0.0,0.0,0.02,0.01,0.0,0.99,0.99,0.98,0.99
QLavaVgcy8u0gpYbSPLEqw,1.0,Portland,0.0,0.0,0.01,0.05,0.1,0.99,0.99,0.99,0.94,0.87
QLavaVgcy8u0gpYbSPLEqw,1.0,Portland,0.01,0.0,0.0,0.01,0.04,0.91,0.99,0.99,0.98,0.95
QLavaVgcy8u0gpYbSPLEqw,5.0,Portland,0.98,1.0,0.98,0.98,0.86,0.01,0.0,0.02,0.01,0.05
QLavaVgcy8u0gpYbSPLEqw,2.0,Portland,0.38,0.05,0.02,0.09,0.15,0.01,0.6,0.79,0.55,0.22
QLavaVgcy8u0gpYbSPLEqw,4.0,Portland,1.0,0.41,0.2,0.36,0.39,0.0,0.3,0.54,0.46,0.29
QLavaVgcy8u0gpYbSPLEqw,3.0,Portland,0.22,0.29,0.12,0.48,0.36,0.45,0.66,0.84,0.5,0.43
uMPGs_Jc1fBoxeGrCKqRiw,1.0,Portland,0.0,0.18,0.04,0.55,0.31,0.0,0.5,0.8,0.31,0.24
uMPGs_Jc1fBoxeGrCKqRiw,1.0,Portland,0.01,0.0,0.01,0.13,0.12,0.13,0.99,0.99,0.86,0.79
uMPGs_Jc1fBoxeGrCKqRiw,1.0,Portland,0.0,0.02,0.03,0.12,0.22,0.06,0.94,0.94,0.82,0.51
uMPGs_Jc1fBoxeGrCKqRiw,1.0,Portland,0.0,0.01,0.01,0.01,0.01,0.92,0.99,0.99,0.99,0.99
uMPGs_Jc1fBoxeGrCKqRiw,1.0,Portland,0.0,0.0,0.01,0.01,0.05,0.99,0.99,0.99,0.99,0.89
uMPGs_Jc1fBoxeGrCKqRiw,1.0,Portland,0.01,0.0,0.01,0.01,0.11,0.86,0.99,0.99,0.99,0.74
uMPGs_Jc1fBoxeGrCKqRiw,1.0,Portland,0.0,0.0,0.01,0.08,0.2,0.66,0.98,0.98,0.9,0.46
uMPGs_Jc1fBoxeGrCKqRiw,3.0,Portland,0.0,0.21,0.04,1.0,0.32,0.01,0.05,0.08,0.0,0.09
uMPGs_Jc1fBoxeGrCKqRiw,5.0,Portland,0.05,1.0,0.96,0.92,0.66,0.0,0.0,0.01,0.03,0.08
uMPGs_Jc1fBoxeGrCKqRiw,4.0,Portland,1.0,0.81,0.46,0.99,1.0,0.0,0.11,0.42,0.01,0.0
uMPGs_Jc1fBoxeGrCKqRiw,2.0,Portland,0.03,0.19,0.02,0.07,0.09,0.66,0.29,0.73,0.58,0.2
bgiYHi1XjnOe_eZtcRq55g,5.0,Portland,0.98,0.96,1.0,0.89,0.94,0.01,0.03,0.0,0.1,0.04
bgiYHi1XjnOe_eZtcRq55g,5.0,Portland,0.83,0.94,0.92,0.84,0.76,0.1,0.04,0.06,0.13,0.12
bgiYHi1XjnOe_eZtcRq55g,5.0,Portland,0.25,0.23,0.33,0.5,0.46,0.37,0.47,0.5,0.33,0.26
bgiYHi1XjnOe_eZtcRq55g,5.0,Portland,0.75,0.47,0.7,0.65,1.0,0.1,0.29,0.17,0.24,0.0
bgiYHi1XjnOe_eZtcRq55g,5.0,Portland,0.47,0.31,0.34,0.45,0.66,0.26,0.5,0.55,0.42,0.18
bgiYHi1XjnOe_eZtcRq55g,5.0,Portland,0.98,0.77,0.96,0.81,0.76,0.01,0.14,0.02,0.13,0.09
bgiYHi1XjnOe_eZtcRq55g,5.0,Portland,0.53,0.01,0.8,0.83,0.65,0.05,0.99,0.11,0.09,0.1
bgiYHi1XjnOe_eZtcRq55g,5.0,Portland,0.93,0.92,0.96,0.93,0.74,0.03,0.05,0.03,0.05,0.07
bgiYHi1XjnOe_eZtcRq55g,4.0,Portland,0.47,0.36,0.46,0.48,0.58,0.1,0.28,0.18,0.24,0.14
bgiYHi1XjnOe_eZtcRq55g,3.0,Portland,0.99,0.01,0.02,0.08,0.35,0.0,0.97,0.89,0.85,0.27
bgiYHi1XjnOe_eZtcRq55g,1.0,Portland,0.01,0.01,0.03,0.11,0.21,0.08,0.98,0.93,0.88,0.5
bgiYHi1XjnOe_eZtcRq55g,2.0,Portland,0.88,0.01,0.02,0.05,0.11,0.02,0.99,0.94,0.93,0.5
VpDVMno9lQFT9fmz2pWMjQ,4.0,Portland,0.33,0.44,0.57,0.66,0.61,0.27,0.35,0.28,0.24,0.16
VpDVMno9lQFT9fmz2pWMjQ,5.0,Portland,0.99,0.46,0.89,0.67,0.57,0.0,0.23,0.06,0.19,0.15
VpDVMno9lQFT9fmz2pWMjQ,5.0,Portland,0.85,0.62,0.86,0.87,0.8,0.13,0.35,0.13,0.11,0.1
